,workerid,rt,statements,weight,pronoun,question,profession,expectedPronoun,correctResponse,response,slide_number_in_experiment,language,enjoyment,gender,age,problems,comments,asses,fairprice,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid.1,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.condition,Answer.time_in_minutes,Answer.catch_trials
1089,32,5563,"[u'The student seemed upset and pale.', u' then asked for a glass of water.']",5.6,She,Did the student ask for a glass of water?,student,neutral,Yes,"[5223, 470, 952, 1384, u'Yes']",36,english,0,Female,34,no,,Yes,1,3,Linux,800,1280,Chrome,3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:11:00 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:11:00 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3NC5L260MPO6UMWT6ONDLV8FOIQFOF,5,Approved,Thu May 18 17:59:20 PDT 2017,Thu May 18 17:36:06 PDT 2017,Thu May 18 17:54:20 PDT 2017,Thu May 18 17:59:55 PDT 2017,NA,NA,NA,NA,undefined,11.3936,[]
1081,32,9985,"[u'The swimmer attended a press conference before the latest competition.', u' said that there was every reason to expect a gold medal.']",5.83,He,Was the swimmer at a press conference?,swimmer,neutral,Yes,"[5438, 516, 2649, 3199, u'Yes']",28,english,0,Female,34,no,,Yes,1,3,Linux,800,1280,Chrome,3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:11:00 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:11:00 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3NC5L260MPO6UMWT6ONDLV8FOIQFOF,5,Approved,Thu May 18 17:59:20 PDT 2017,Thu May 18 17:36:06 PDT 2017,Thu May 18 17:54:20 PDT 2017,Thu May 18 17:59:55 PDT 2017,NA,NA,NA,NA,undefined,11.3936,[]
1087,32,6119,"[u'The taxi driver took the twenty dollar bill.', u' immediately thought it might be counterfeit.']",2.5,She,Was the taxi driver handed a five dollar bill?,taxi driver,He,No,"[4520, 376, 1388, 1294, u'No']",34,english,0,Female,34,no,,Yes,1,3,Linux,800,1280,Chrome,3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:11:00 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:11:00 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3NC5L260MPO6UMWT6ONDLV8FOIQFOF,5,Approved,Thu May 18 17:59:20 PDT 2017,Thu May 18 17:36:06 PDT 2017,Thu May 18 17:54:20 PDT 2017,Thu May 18 17:59:55 PDT 2017,NA,NA,NA,NA,undefined,11.3936,[]
1076,32,7236,"[u'The undertaker went outside to smoke.', u' finished smoking two cigarettes before returning inside.']",1.97,He,Did the undertaker smoke three cigarettes?,undertaker,He,No,"[7354, 456, 1382, 2444, u'No']",23,english,0,Female,34,no,,Yes,1,3,Linux,800,1280,Chrome,3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:11:00 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:11:00 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3NC5L260MPO6UMWT6ONDLV8FOIQFOF,5,Approved,Thu May 18 17:59:20 PDT 2017,Thu May 18 17:36:06 PDT 2017,Thu May 18 17:54:20 PDT 2017,Thu May 18 17:59:55 PDT 2017,NA,NA,NA,NA,undefined,11.3936,[]
1107,33,17553,"[u'The art historian gets many invitations to speak at college campuses.', u' only accepts a few in the New England area.']",5.33,She,Does the art historian ever speak outside of the New England area?,art historian,neutral,No,"[8143, 704, 5576, 3418, u'No']",21,English,0,Female,30,no,no,Yes,yes,3,Windows,1080,1920,Chrome,3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:11:00 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:11:00 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3O6CYIULEE33ID2LSZ9MOPM4177UW8,6,Approved,Thu May 18 18:02:53 PDT 2017,Thu May 18 17:47:31 PDT 2017,Thu May 18 17:57:53 PDT 2017,Thu May 18 18:02:55 PDT 2017,NA,NA,NA,NA,undefined,10.2970833333333,[]
1108,33,12618,"[u'The astrologer got a sweepstakes entry in the mail.', u' decided to fill it out and mail it in.']",5.8,She,Did the astrologer receive a package in the mail?,astrologer,neutral,No,"[11592, 647, 5716, 2256, u'No']",22,English,0,Female,30,no,no,Yes,yes,3,Windows,1080,1920,Chrome,3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:11:00 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:11:00 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3O6CYIULEE33ID2LSZ9MOPM4177UW8,6,Approved,Thu May 18 18:02:53 PDT 2017,Thu May 18 17:47:31 PDT 2017,Thu May 18 17:57:53 PDT 2017,Thu May 18 18:02:55 PDT 2017,NA,NA,NA,NA,undefined,10.2970833333333,[]
1109,33,15099,"[u'The baby sitter found out about the practical joke.', u' remained calm for several minutes, but then started to yell at everyone.']",9.33,He,Did the baby sitter react poorly to the practical joke?,baby sitter,She,Yes,"[6192, 985, 4119, 3831, u'Yes']",23,English,0,Female,30,no,no,Yes,yes,3,Windows,1080,1920,Chrome,3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:11:00 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:11:00 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3O6CYIULEE33ID2LSZ9MOPM4177UW8,6,Approved,Thu May 18 18:02:53 PDT 2017,Thu May 18 17:47:31 PDT 2017,Thu May 18 17:57:53 PDT 2017,Thu May 18 18:02:55 PDT 2017,NA,NA,NA,NA,undefined,10.2970833333333,[]
1122,33,11896,"[u'The bank clerk had worked in that town for over thirty years.', u' knew just about everyone who lived there.']",6.57,He,Did the bank clerk know just about everyone in the town?,bank clerk,neutral,Yes,"[6888, 592, 5088, 2208, u'Yes']",36,English,0,Female,30,no,no,Yes,yes,3,Windows,1080,1920,Chrome,3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:11:00 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:11:00 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3O6CYIULEE33ID2LSZ9MOPM4177UW8,6,Approved,Thu May 18 18:02:53 PDT 2017,Thu May 18 17:47:31 PDT 2017,Thu May 18 17:57:53 PDT 2017,Thu May 18 18:02:55 PDT 2017,NA,NA,NA,NA,undefined,10.2970833333333,[]
1110,33,17208,"[u'The butcher seemed a little distracted.', u' said that there were several family members who were in the hospital.']",1.77,She,Was the butcher happy?,butcher,He,No,"[10116, 724, 3180, 8480, u'No']",24,English,0,Female,30,no,no,Yes,yes,3,Windows,1080,1920,Chrome,3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:11:00 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:11:00 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3O6CYIULEE33ID2LSZ9MOPM4177UW8,6,Approved,Thu May 18 18:02:53 PDT 2017,Thu May 18 17:47:31 PDT 2017,Thu May 18 17:57:53 PDT 2017,Thu May 18 18:02:55 PDT 2017,NA,NA,NA,NA,undefined,10.2970833333333,[]
1097,33,13286,"[u'The carpenter walked to the grocery store.', u' didn&quotechart make eye contact with anyone passing by.']",2.47,He,Did the carpenter make eye contact with passersby?,carpenter,He,No,"[9863, 816, 2399, 4564, u'No']",11,English,0,Female,30,no,no,Yes,yes,3,Windows,1080,1920,Chrome,3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:11:00 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:11:00 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3O6CYIULEE33ID2LSZ9MOPM4177UW8,6,Approved,Thu May 18 18:02:53 PDT 2017,Thu May 18 17:47:31 PDT 2017,Thu May 18 17:57:53 PDT 2017,Thu May 18 18:02:55 PDT 2017,NA,NA,NA,NA,undefined,10.2970833333333,[]
1100,33,9510,"[u'The cheerleader arrived early for the game.', u' was amazed to see how many people were there.']",10.77,He,Did the cheerleader arrive late for the game?,cheerleader,She,No,"[11475, 607, 2656, 2793, u'No']",14,English,0,Female,30,no,no,Yes,yes,3,Windows,1080,1920,Chrome,3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:11:00 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:11:00 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3O6CYIULEE33ID2LSZ9MOPM4177UW8,6,Approved,Thu May 18 18:02:53 PDT 2017,Thu May 18 17:47:31 PDT 2017,Thu May 18 17:57:53 PDT 2017,Thu May 18 18:02:55 PDT 2017,NA,NA,NA,NA,undefined,10.2970833333333,[]
1119,33,11958,"[u'The cleaner read the instriuctions on the bottle very carefully.', u' then began to mix the cleaning solution.']",9.17,He,Was the cleaner mixing a cleaning solution?,cleaner,She,Yes,"[7996, 639, 5638, 1952, u'Yes']",33,English,0,Female,30,no,no,Yes,yes,3,Windows,1080,1920,Chrome,3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:11:00 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:11:00 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3O6CYIULEE33ID2LSZ9MOPM4177UW8,6,Approved,Thu May 18 18:02:53 PDT 2017,Thu May 18 17:47:31 PDT 2017,Thu May 18 17:57:53 PDT 2017,Thu May 18 18:02:55 PDT 2017,NA,NA,NA,NA,undefined,10.2970833333333,[]
1103,33,16483,"[u'The dental assistant made several recommendations.', u' stressed the importance of avoiding sugary snacks.']",9.63,She,Did the dental assistant encourage avoiding sugary snacks?,dental assistant,She,Yes,"[9483, 743, 3864, 5432, u'Yes']",17,English,0,Female,30,no,no,Yes,yes,3,Windows,1080,1920,Chrome,3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:11:00 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:11:00 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3O6CYIULEE33ID2LSZ9MOPM4177UW8,6,Approved,Thu May 18 18:02:53 PDT 2017,Thu May 18 17:47:31 PDT 2017,Thu May 18 17:57:53 PDT 2017,Thu May 18 18:02:55 PDT 2017,NA,NA,NA,NA,undefined,10.2970833333333,[]
1098,33,11616,"[u'The electrician examined the light fixing.', u' needed a special attachment to fix it.']",2.2,She,Was the electrician mending a stereo?,electrician,He,No,"[9940, 584, 2800, 3911, u'No']",12,English,0,Female,30,no,no,Yes,yes,3,Windows,1080,1920,Chrome,3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:11:00 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:11:00 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3O6CYIULEE33ID2LSZ9MOPM4177UW8,6,Approved,Thu May 18 18:02:53 PDT 2017,Thu May 18 17:47:31 PDT 2017,Thu May 18 17:57:53 PDT 2017,Thu May 18 18:02:55 PDT 2017,NA,NA,NA,NA,undefined,10.2970833333333,[]
1105,33,14488,"[u'The farmer was worried about the next harvest.', u' was concerned there wouldn&quotechart be enough rain.']",2.27,He,Was the farmer concerned there wouldn&quotechart be enough rain?,farmer,He,Yes,"[9716, 584, 3855, 3696, u'Yes']",19,English,0,Female,30,no,no,Yes,yes,3,Windows,1080,1920,Chrome,3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:11:00 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:11:00 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3O6CYIULEE33ID2LSZ9MOPM4177UW8,6,Approved,Thu May 18 18:02:53 PDT 2017,Thu May 18 17:47:31 PDT 2017,Thu May 18 17:57:53 PDT 2017,Thu May 18 18:02:55 PDT 2017,NA,NA,NA,NA,undefined,10.2970833333333,[]
1095,33,17116,"[u'The football player spent hours in the whirlpool each day.', u' had injured an ankle, and the whirlpool eased the pain.']",1.57,She,Had the football player injured an ankle?,football player,He,Yes,"[6679, 703, 4679, 5237, u'Yes']",9,English,0,Female,30,no,no,Yes,yes,3,Windows,1080,1920,Chrome,3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:11:00 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:11:00 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3O6CYIULEE33ID2LSZ9MOPM4177UW8,6,Approved,Thu May 18 18:02:53 PDT 2017,Thu May 18 17:47:31 PDT 2017,Thu May 18 17:57:53 PDT 2017,Thu May 18 18:02:55 PDT 2017,NA,NA,NA,NA,undefined,10.2970833333333,[]
1101,33,16483,"[u'The fortune teller traveled with the carnival.', u' had been born into the carnival life and never wanted to leave it.']",9.47,He,Had the fortune teller joined the circus as a teenager?,fortune teller,She,No,"[6280, 775, 4323, 4858, u'No']",15,English,0,Female,30,no,no,Yes,yes,3,Windows,1080,1920,Chrome,3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:11:00 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:11:00 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3O6CYIULEE33ID2LSZ9MOPM4177UW8,6,Approved,Thu May 18 18:02:53 PDT 2017,Thu May 18 17:47:31 PDT 2017,Thu May 18 17:57:53 PDT 2017,Thu May 18 18:02:55 PDT 2017,NA,NA,NA,NA,undefined,10.2970833333333,[]
1093,33,15291,"[u'The housekeeper always showed up late for work.', u' was threatened with termination if this behavior continued.']",9.97,She,Did the housekeeper always show up for work on time?,housekeeper,She,No,"[26549, 974, 3041, 3022, u'No']",7,English,0,Female,30,no,no,Yes,yes,3,Windows,1080,1920,Chrome,3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:11:00 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:11:00 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3O6CYIULEE33ID2LSZ9MOPM4177UW8,6,Approved,Thu May 18 18:02:53 PDT 2017,Thu May 18 17:47:31 PDT 2017,Thu May 18 17:57:53 PDT 2017,Thu May 18 18:02:55 PDT 2017,NA,NA,NA,NA,undefined,10.2970833333333,[]
1094,33,12413,"[u'The interior designer inspected the ballroom before the gala.', u' found everything in perfect order.']",6.7,She,Was the interior designer inspecting the garden?,interior designer,neutral,No,"[9628, 798, 4632, 2064, u'No']",8,English,0,Female,30,no,no,Yes,yes,3,Windows,1080,1920,Chrome,3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:11:00 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:11:00 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3O6CYIULEE33ID2LSZ9MOPM4177UW8,6,Approved,Thu May 18 18:02:53 PDT 2017,Thu May 18 17:47:31 PDT 2017,Thu May 18 17:57:53 PDT 2017,Thu May 18 18:02:55 PDT 2017,NA,NA,NA,NA,undefined,10.2970833333333,[]
1121,33,12299,"[u'The interpreter checked the documents carefully for typos.', u' signed them and put them in the outgoing mail.']",6.53,She,Did the interpreter put the documents in the trash?,interpreter,neutral,No,"[6520, 680, 4683, 2935, u'No']",35,English,0,Female,30,no,no,Yes,yes,3,Windows,1080,1920,Chrome,3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:11:00 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:11:00 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3O6CYIULEE33ID2LSZ9MOPM4177UW8,6,Approved,Thu May 18 18:02:53 PDT 2017,Thu May 18 17:47:31 PDT 2017,Thu May 18 17:57:53 PDT 2017,Thu May 18 18:02:55 PDT 2017,NA,NA,NA,NA,undefined,10.2970833333333,[]
1106,33,10891,"[u'The midwife read the newspaper everyday.', u' tried to keep informed about national and world news.']",10.27,She,Did the midwife read the newspaper only once a week?,midwife,She,No,"[10112, 567, 2012, 4120, u'No']",20,English,0,Female,30,no,no,Yes,yes,3,Windows,1080,1920,Chrome,3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:11:00 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:11:00 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3O6CYIULEE33ID2LSZ9MOPM4177UW8,6,Approved,Thu May 18 18:02:53 PDT 2017,Thu May 18 17:47:31 PDT 2017,Thu May 18 17:57:53 PDT 2017,Thu May 18 18:02:55 PDT 2017,NA,NA,NA,NA,undefined,10.2970833333333,[]
1117,33,21373,"[u'The nurse examined the medication carefully.', u' then wrote something on the chart and left.']",9.07,She,Was the nurse examining medication?,nurse,She,Yes,"[11649, 567, 10116, 4543, u'Yes']",31,English,0,Female,30,no,no,Yes,yes,3,Windows,1080,1920,Chrome,3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:11:00 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:11:00 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3O6CYIULEE33ID2LSZ9MOPM4177UW8,6,Approved,Thu May 18 18:02:53 PDT 2017,Thu May 18 17:47:31 PDT 2017,Thu May 18 17:57:53 PDT 2017,Thu May 18 18:02:55 PDT 2017,NA,NA,NA,NA,undefined,10.2970833333333,[]
1096,33,16196,"[u'The paratrooper was very moody and hard to get along with.', u' seemed to be liked by no one in the squad.']",1.24,She,Did anyone in the squad like the paratrooper?,paratrooper,He,No,"[11693, 672, 5592, 5554, u'No']",10,English,0,Female,30,no,no,Yes,yes,3,Windows,1080,1920,Chrome,3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:11:00 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:11:00 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3O6CYIULEE33ID2LSZ9MOPM4177UW8,6,Approved,Thu May 18 18:02:53 PDT 2017,Thu May 18 17:47:31 PDT 2017,Thu May 18 17:57:53 PDT 2017,Thu May 18 18:02:55 PDT 2017,NA,NA,NA,NA,undefined,10.2970833333333,[]
1113,33,14636,"[u'The pediatrician gave out free gift bags to every appointment.', u' included in each gift bag the child&quotechars favorite candy.']",5.43,He,Did the pediatrician give out free gift bags to only some appointments?,pediatrician,neutral,No,"[6864, 655, 5503, 2529, u'No']",27,English,0,Female,30,no,no,Yes,yes,3,Windows,1080,1920,Chrome,3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:11:00 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:11:00 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3O6CYIULEE33ID2LSZ9MOPM4177UW8,6,Approved,Thu May 18 18:02:53 PDT 2017,Thu May 18 17:47:31 PDT 2017,Thu May 18 17:57:53 PDT 2017,Thu May 18 18:02:55 PDT 2017,NA,NA,NA,NA,undefined,10.2970833333333,[]
1115,33,14830,"[u'The pilot announced the time and the weather.', u' indicated that the plane would be landing a little ahead of schedule.']",2.07,He,Was the plane going to arrive late?,pilot,He,No,"[9176, 600, 6064, 3959, u'No']",29,English,0,Female,30,no,no,Yes,yes,3,Windows,1080,1920,Chrome,3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:11:00 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:11:00 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3O6CYIULEE33ID2LSZ9MOPM4177UW8,6,Approved,Thu May 18 18:02:53 PDT 2017,Thu May 18 17:47:31 PDT 2017,Thu May 18 17:57:53 PDT 2017,Thu May 18 18:02:55 PDT 2017,NA,NA,NA,NA,undefined,10.2970833333333,[]
1099,33,16481,"[u'The plumber stopped by the diner on the way home from work.', u' ordered the special: catfish sandwich and fries.']",1.83,She,Was the special a catfish sandwhich?,plumber,He,Yes,"[8287, 569, 4384, 4868, u'Yes']",13,English,0,Female,30,no,no,Yes,yes,3,Windows,1080,1920,Chrome,3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3N0UI6O13VFNAUA727RQIV42IR5QQ0,Language study,Answer questions about different professions. Quick and fun.,language research stanford fun cognitive science university experiment,$0.4,Thu May 18 17:11:00 PDT 2017,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,300,Sat May 20 17:11:00 PDT 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3PZDSVZ3J6JBS12YVQMFQJFZ8ZS4N7,3O6CYIULEE33ID2LSZ9MOPM4177UW8,6,Approved,Thu May 18 18:02:53 PDT 2017,Thu May 18 17:47:31 PDT 2017,Thu May 18 17:57:53 PDT 2017,Thu May 18 18:02:55 PDT 2017,NA,NA,NA,NA,undefined,10.2970833333333,[]
